kód	název	strom
61131	Zahradníci pro pěstování zahradních rostlin	6/61/611/6113/61131
61132	Zahradníci krajináři	6/61/611/6113/61132
61133	Zahradníci floristé a květináři	6/61/611/6113/61133
61134	Zahradníci sadovníci a školkaři	6/61/611/6113/61134
61135	Zahradníci zelináři	6/61/611/6113/61135
61136	Zahradníci travnatých ploch, greenkeepeři	6/61/611/6113/61136
61139	Ostatní zahradníci a pěstitelé v zahradnických školkách	6/61/611/6113/61139
61140	Pěstitelé smíšených plodin	6/61/611/6114/61140
61211	Chovatelé a ošetřovatelé koní	6/61/612/6121/61211
61219	Chovatelé ostatních hospodářských zvířat (kromě drůbeže)	6/61/612/6121/61219
61214	Chovatelé a ošetřovatelé kožešinových zvířat	6/61/612/6121/61214
61212	Chovatelé a ošetřovatelé prasat	6/61/612/6121/61212
61213	Chovatelé a ošetřovatelé skotu, koz a ovcí	6/61/612/6121/61213
61220	Chovatelé drůbeže	6/61/612/6122/61220
61230	Včelaři a chovatelé bource morušového	6/61/612/6123/61230
61290	Chovatelé zvířat jinde neuvedení	6/61/612/6129/61290
61300	Pěstitelé a chovatelé ve smíšeném hospodářství	6/61/613/6130/61300
62102	Kvalifikovaní pracovníci pro těžbu dřeva	6/62/621/6210/62102
62101	Kvalifikovaní pracovníci pro pěstění a ošetřování lesa	6/62/621/6210/62101
62109	Ostatní kvalifikovaní pracovníci v lesnictví a příbuzných oblastech	6/62/621/6210/62109
62230	Rybáři na moři	6/62/622/6223/62230
62240	Kvalifikovaní pracovníci v oblasti myslivosti	6/62/622/6224/62240
62220	Rybáři ve vnitrozemských a pobřežních vodách	6/62/622/6222/62220
62210	Kvalifikovaní pracovníci v oblasti akvakultury	6/62/622/6221/62210
63100	Farmáři samozásobitelé v rostlinné výrobě	6/63/631/6310/63100
63200	Farmáři samozásobitelé v živočišné výrobě	6/63/632/6320/63200
63300	Farmáři samozásobitelé ve smíšeném hospodářství	6/63/633/6330/63300
63400	Rybáři, lovci a sběrači samozásobitelé	6/63/634/6340/63400
71110	Pracovníci montovaných staveb	7/71/711/7111/71110
71124	Montéři suchých staveb	7/71/711/7112/71124
71123	Dlaždiči	7/71/711/7112/71123
71121	Zedníci (kromě zedníků ohnivzdorného zdiva)	7/71/711/7112/71121
71122	Kamnáři, zedníci ohnivzdorného zdiva	7/71/711/7112/71122
71130	Kameníci, řezači a brusiči kamene	7/71/711/7113/71130
71140	Betonáři, železobetonáři a příbuzní pracovníci	7/71/711/7114/71140
71151	Tesaři	7/71/711/7115/71151
71152	Stavební truhláři	7/71/711/7115/71152
71199	Ostatní řemeslníci a kvalifikovaní pracovníci hlavní stavební výroby jinde neuvedení	7/71/711/7119/71199
71193	Lešenáři	7/71/711/7119/71193
71192	Kvalifikovaní pracovníci demoličních prací	7/71/711/7119/71192
71191	Stavební údržbáři budov a inženýrských děl	7/71/711/7119/71191
71194	Stavební montéři (kromě montérů suchých staveb)	7/71/711/7119/71194
71195	Kvalifikovaní stavební dělníci hlavní stavební výroby	7/71/711/7119/71195
71210	Pokrývači	7/71/712/7121/71210
71262	Instalatéři plynovodů	7/71/712/7126/71262
71263	Instalatéři vodovodů	7/71/712/7126/71263
71264	Instalatéři ústředního topení	7/71/712/7126/71264
71265	Potrubáři	7/71/712/7126/71265
71266	Stavební zámečníci	7/71/712/7126/71266
71267	Stavební klempíři	7/71/712/7126/71267
71261	Stavební instalatéři	7/71/712/7126/71261
71270	Mechanici klimatizací a chladicích zařízení	7/71/712/7127/71270
71240	Izolatéři	7/71/712/7124/71240
71221	Podlaháři (kromě parketářů)	7/71/712/7122/71221
71222	Parketáři	7/71/712/7122/71222
71223	Obkladači	7/71/712/7122/71223
71250	Sklenáři	7/71/712/7125/71250
71231	Štukatéři	7/71/712/7123/71231
71232	Omítkáři	7/71/712/7123/71232
71312	Stavební lakýrníci a natěrači	7/71/713/7131/71312
71311	Malíři interiérů	7/71/713/7131/71311
71313	Tapetáři	7/71/713/7131/71313
71322	Lakýrníci a natěrači kovů, kovových výrobků	7/71/713/7132/71322
71323	Lakýrníci a natěrači dřevěných výrobků	7/71/713/7132/71323
71324	Lakýrníci a natěrači plastových výrobků	7/71/713/7132/71324
71329	Ostatní lakýrníci a natěrači (kromě stavebních)	7/71/713/7132/71329
71321	Lakýrníci automobilů a jiných vozidel	7/71/713/7132/71321
71331	Čističi vnějších plášťů budov	7/71/713/7133/71331
71332	Kominíci	7/71/713/7133/71332
71339	Ostatní pracovníci povrchového čištění budov	7/71/713/7133/71339
72112	Formíři a jádraři ve slévárnách	7/72/721/7211/72112
72113	Slévači	7/72/721/7211/72113
72111	Modeláři slévárenští	7/72/721/7211/72111
72122	Řezači plamenem	7/72/721/7212/72122
72123	Páječi	7/72/721/7212/72123
72121	Svářeči	7/72/721/7212/72121
72131	Klempíři (kromě stavebních)	7/72/721/7213/72131
72132	Karosáři a autoklempíři	7/72/721/7213/72132
72133	Montéři kotláři (včetně opravářů)	7/72/721/7213/72133
72139	Ostatní pracovníci na zpracování plechu	7/72/721/7213/72139
72140	Montéři kovových konstrukcí	7/72/721/7214/72140
72150	Montéři lan a zdvihacích zařízení	7/72/721/7215/72150
72210	Kováři	7/72/722/7221/72210
72241	Brusiči nástrojů a kovů	7/72/722/7224/72241
72242	Leštiči nástrojů a kovů	7/72/722/7224/72242
72243	Ostřiči nástrojů a kovů	7/72/722/7224/72243
72222	Zámečníci strojů	7/72/722/7222/72222
72223	Provozní zámečníci, údržbáři	7/72/722/7222/72223
72224	Strojírenští kovodělníci	7/72/722/7222/72224
72225	Rytci kovů	7/72/722/7222/72225
72226	Puškaři	7/72/722/7222/72226
72229	Ostatní pracovníci příbuzní nástrojařům	7/72/722/7222/72229
72221	Nástrojaři	7/72/722/7222/72221
72233	Seřizovači a obsluha konvenčních strojů na broušení	7/72/722/7223/72233
72239	Seřizovači a obsluha ostatních obráběcích strojů (kromě dřevoobráběcích)	7/72/722/7223/72239
72237	Seřizovači a obsluha číslicově řízených strojů	7/72/722/7223/72237
72236	Seřizovači a obsluha konvenčních strojů na řezání	7/72/722/7223/72236
72234	Seřizovači a obsluha konvenčních strojů na vrtání	7/72/722/7223/72234
72232	Seřizovači a obsluha konvenčních fréz	7/72/722/7223/72232
72231	Seřizovači a obsluha konvenčních soustruhů	7/72/722/7223/72231
72235	Seřizovači a obsluha konvenčních strojů na hoblování	7/72/722/7223/72235
72312	Mechanici a opraváři nákladních automobilů	7/72/723/7231/72312
72319	Mechanici a opraváři ostatních motorových vozidel	7/72/723/7231/72319
72311	Mechanici a opraváři osobních automobilů	7/72/723/7231/72311
72314	Mechanici a opraváři motorek	7/72/723/7231/72314
72313	Mechanici a opraváři autobusů a trolejbusů	7/72/723/7231/72313
72320	Mechanici a opraváři leteckých motorů a zařízení	7/72/723/7232/72320
72337	Mechanici a opraváři mechanických částí energetických zařízení a elektropřístrojů	7/72/723/7233/72337
72339	Mechanici a opraváři ostatních strojů a zařízení (kromě přesných strojů)	7/72/723/7233/72339
72336	Mechanici a opraváři těžebních, stavebních a zemních strojů a zařízení	7/72/723/7233/72336
72335	Mechanici a opraváři průmyslových strojů a zařízení	7/72/723/7233/72335
72334	Mechanici a opraváři zemědělských a lesnických strojů a zařízení	7/72/723/7233/72334
72333	Mechanici a opraváři obráběcích strojů	7/72/723/7233/72333
72332	Mechanici a opraváři kolejových vozidel	7/72/723/7233/72332
72331	Mechanici a opraváři lodních motorů, trupů a zařízení	7/72/723/7233/72331
72340	Mechanici a opraváři jízdních kol a příbuzní pracovníci	7/72/723/7234/72340
73191	Pracovníci zhotovující umělecké výrobky z kovů	7/73/731/7319/73191
73192	Umělečtí štukatéři, kašéři a pracovníci v příbuzných oborech	7/73/731/7319/73192
73193	Umělečtí kameníci	7/73/731/7319/73193
73199	Ostatní pracovníci v oblasti uměleckých a tradičních řemesel	7/73/731/7319/73199
73121	Výrobci a opraváři hudebních nástrojů	7/73/731/7312/73121
73122	Ladiči hudebních nástrojů	7/73/731/7312/73122
73180	Tradiční zpracovatelé textilu, kůží a příbuzných materiálů	7/73/731/7318/73180
73179	Ostatní tradiční zpracovatelé dřeva, proutí a příbuzných materiálů	7/73/731/7317/73179
73173	Umělečtí zpracovatelé proutí	7/73/731/7317/73173
73171	Řezbáři, kartáčníci a pracovníci v příbuzných oborech	7/73/731/7317/73171
73172	Umělečtí truhláři a řezbáři	7/73/731/7317/73172
73152	Skláři dutého, lisovaného a technického skla	7/73/731/7315/73152
73153	Brusiči skla	7/73/731/7315/73153
73154	Výrobci bižuterie	7/73/731/7315/73154
73155	Výrobci skleněných ozdob	7/73/731/7315/73155
73151	Umělečtí skláři a umělečtí sklenáři	7/73/731/7315/73151
73130	Klenotníci, zlatníci a šperkaři	7/73/731/7313/73130
73111	Výrobci, mechanici a opraváři hodin	7/73/731/7311/73111
73112	Výrobci, mechanici a opraváři měřicích a regulačních zařízení (kromě elektro)	7/73/731/7311/73112
73113	Výrobci, mechanici a opraváři optických a fotografických přístrojů	7/73/731/7311/73113
73119	Výrobci, mechanici a opraváři ostatních přesných přístrojů a zařízení	7/73/731/7311/73119
73142	Keramici (kromě uměleckých)	7/73/731/7314/73142
73141	Umělečtí keramici	7/73/731/7314/73141
73149	Ostatní řemeslní pracovníci v keramice	7/73/731/7314/73149
73169	Ostatní pracovníci pro zdobení skla, keramiky, kovu, dřeva a jiných materiálů	7/73/731/7316/73169
73161	Malíři skla a keramiky	7/73/731/7316/73161
73162	Rytci a leptaři skla	7/73/731/7316/73162
73163	Umělečtí rytci a leptaři	7/73/731/7316/73163
73210	Pracovníci přípravy tisku	7/73/732/7321/73210
73220	Tiskaři	7/73/732/7322/73220
73230	Pracovníci konečné úpravy tisku a vazači knih	7/73/732/7323/73230
74110	Stavební a provozní elektrikáři	7/74/741/7411/74110
74121	Elektromechanici elektrických zařízení (kromě zařízení v dopravních prostředcích)	7/74/741/7412/74121
74122	Elektromechanici elektrických zařízení v dopravních prostředcích	7/74/741/7412/74122
74123	Provozní elektromechanici	7/74/741/7412/74123
74131	Montéři a opraváři silnoproudých elektrických vedení	7/74/741/7413/74131
74132	Montéři a opraváři slaboproudých elektrických vedení	7/74/741/7413/74132
74220	Mechanici a opraváři informačních a komunikačních technologií	7/74/742/7422/74220
74210	Mechanici a opraváři elektronických přístrojů	7/74/742/7421/74210
75160	Zpracovatelé tabáku a výrobci tabákových výrobků	7/75/751/7516/75160
75152	Kontroloři kvality potravin a nápojů, laboranti	7/75/751/7515/75152
75151	Ochutnávači, degustátoři	7/75/751/7515/75151
75153	Sládci a sladovníci	7/75/751/7515/75153
75154	Vinaři	7/75/751/7515/75154
75140	Zpracovatelé ovoce, zeleniny a příbuzných produktů	7/75/751/7514/75140
75131	Mlékaři	7/75/751/7513/75131
75132	Výrobci sýrů	7/75/751/7513/75132
75139	Ostatní výrobci mléčných produktů	7/75/751/7513/75139
75111	Řezníci a uzenáři	7/75/751/7511/75111
75112	Porážeči zvířat, bourači masa	7/75/751/7511/75112
75119	Ostatní zpracovatelé masa, ryb a příbuzní pracovníci	7/75/751/7511/75119
75121	Pekaři	7/75/751/7512/75121
75122	Cukráři (kromě šéfcukrářů)	7/75/751/7512/75122
75123	Výrobci cukrovinek	7/75/751/7512/75123
75210	Obsluha pil a jiných zařízení na prvotní zpracování dřeva	7/75/752/7521/75210
75220	Truhláři (kromě stavebních) a pracovníci v příbuzných oborech	7/75/752/7522/75220
75231	Seřizovači a obsluha konvenčních dřevoobráběcích strojů na výrobu dřevěných výrobků	7/75/752/7523/75231
75232	Seřizovači a obsluha číslicově řízených dřevoobráběcích strojů na výrobu dřevěných výrobků	7/75/752/7523/75232
75369	Ostatní pracovníci v oborech příbuzných obuvnictví	7/75/753/7536/75369
75361	Výrobci a opraváři obuvi	7/75/753/7536/75361
75363	Sedláři	7/75/753/7536/75363
75362	Výrobci a opraváři kožené galanterie (kromě sedlářů)	7/75/753/7536/75362
75350	Zpracovatelé kůže, koželuhové a kožišníci	7/75/753/7535/75350
75311	Krejčí	7/75/753/7531/75311
75312	Kožešníci	7/75/753/7531/75312
75313	Kloboučníci	7/75/753/7531/75313
75330	Švadleny, šičky, vyšívači a pracovníci v příbuzných oborech	7/75/753/7533/75330
75321	Modeláři oděvů	7/75/753/7532/75321
75329	Ostatní pracovníci příbuzní modelářům oděvů a střihačům	7/75/753/7532/75329
75322	Modeláři technické konfekce	7/75/753/7532/75322
75323	Střihači textilu, kůží a podobných materiálů	7/75/753/7532/75323
75341	Čalouníci nábytku	7/75/753/7534/75341
75342	Čalouníci dopravních prostředků	7/75/753/7534/75342
75343	Výrobci matrací	7/75/753/7534/75343
75349	Ostatní čalouníci a příbuzní pracovníci	7/75/753/7534/75349
75420	Střelmistři	7/75/754/7542/75420
75430	Kvalitáři a testovači výrobků, laboranti (kromě potravin a nápojů)	7/75/754/7543/75430
75440	Hubitelé škůdců	7/75/754/7544/75440
75491	Báňští záchranáři a mechanici báňské záchranné služby	7/75/754/7549/75491
75492	Modeláři a formíři (kromě modelářů a formířů ve slévárenství)	7/75/754/7549/75492
75499	Ostatní řemeslní pracovníci a pracovníci v dalších oborech jinde neuvedení	7/75/754/7549/75499
75410	Potápěči	7/75/754/7541/75410
81112	Horníci v rudných dolech (převážně ruční)	8/81/811/8111/81112
81119	Obsluha ostatních důlních zařízení	8/81/811/8111/81119
81118	Strojníci báňských zařízení	8/81/811/8111/81118
81117	Obsluha důlních vrtacích strojů a rypadel	8/81/811/8111/81117
81116	Obsluha razicích strojů, štítů, strojníci tuneláři	8/81/811/8111/81116
81115	Horníci povrchové těžby strojní	8/81/811/8111/81115
81113	Horníci v dolech jiných než uhelných a rudných, kamenolamači (převážně ruční)	8/81/811/8111/81113
81111	Horníci v uhelných dolech (převážně ruční)	8/81/811/8111/81111
81114	Horníci hlubinné těžby strojní	8/81/811/8111/81114
81122	Obsluha zařízení na úpravu nerudných surovin	8/81/811/8112/81122
81121	Obsluha zařízení na úpravu rudných surovin	8/81/811/8112/81121
81139	Ostatní vrtači a příbuzní pracovníci	8/81/811/8113/81139
81131	Vrtači při ropných nebo plynových vrtech	8/81/811/8113/81131
81132	Vrtači při stavebních činnostech	8/81/811/8113/81132
81133	Vrtači při geologických a hydrologických průzkumech	8/81/811/8113/81133
81141	Obsluha strojů na výrobu stavebních hmot	8/81/811/8114/81141
81142	Obsluha strojů na výrobu výrobků z kamene	8/81/811/8114/81142
81149	Obsluha strojů na výrobu ostatních výrobků z nerostů	8/81/811/8114/81149
81221	Obsluha lakovacích zařízení na povrchovou úpravu kovů a jiných materiálů	8/81/812/8122/81221
81222	Obsluha zařízení (kromě lakovacích) na povrchovou úpravu kovů a jiných materiálů	8/81/812/8122/81222
81214	Obsluha zařízení na tažení a protlačování kovů	8/81/812/8121/81214
81219	Obsluha ostatních zařízení na zpracování kovů	8/81/812/8121/81219
81215	Obsluha zařízení na tváření kovů ve válcovnách	8/81/812/8121/81215
81213	Obsluha zařízení na tepelné zpracování kovů	8/81/812/8121/81213
81212	Obsluha zařízení ve slévárenství (taviči, slévači)	8/81/812/8121/81212
81211	Obsluha zařízení na hutní zpracování kovů (obsluha pecí a konvertorů)	8/81/812/8121/81211
81216	Obsluha kovacích lisů a bucharů	8/81/812/8121/81216
81315	Obsluha strojů a zařízení na zpracování radioaktivního a jiného nebezpečného materiálu	8/81/813/8131/81315
81317	Obsluha strojů a zařízení na výrobu střeliva a výbušnin	8/81/813/8131/81317
81316	Obsluha strojů a zařízení na výrobu koksu	8/81/813/8131/81316
81313	Obsluha strojů a zařízení pro farmaceutickou výrobu	8/81/813/8131/81313
81312	Obsluha strojů a zařízení pro zpracování ropy a zemního plynu	8/81/813/8131/81312
81311	Obsluha strojů a zařízení pro zpracování chemikálií drcením, mícháním, teplem, filtrováním a destilací	8/81/813/8131/81311
81319	Obsluha ostatních strojů a zařízení pro chemickou výrobu	8/81/813/8131/81319
81314	Obsluha strojů a zařízení na výrobu kosmetických, toaletních a čisticích výrobků	8/81/813/8131/81314
81321	Obsluha strojů a zařízení na výrobu fotografických materiálů	8/81/813/8132/81321
81322	Obsluha strojů a zařízení na zpracování fotografických materiálů	8/81/813/8132/81322
81410	Obsluha strojů na výrobu a zpracování výrobků z pryže	8/81/814/8141/81410
81420	Obsluha strojů na výrobu a zpracování výrobků z plastu	8/81/814/8142/81420
81430	Obsluha strojů na výrobu a zpracování výrobků z papíru	8/81/814/8143/81430
81510	Obsluha strojů na úpravu vláken, dopřádání a navíjení příze a nití	8/81/815/8151/81510
81521	Obsluha tkacích strojů	8/81/815/8152/81521
81522	Obsluha pletacích strojů	8/81/815/8152/81522
81530	Obsluha šicích a vyšívacích strojů	8/81/815/8153/81530
81540	Obsluha strojů na bělení, barvení, čištění a další úpravu tkanin	8/81/815/8154/81540
81550	Obsluha strojů na úpravu kůží a kožešin	8/81/815/8155/81550
81561	Obsluha strojů na výrobu obuvi	8/81/815/8156/81561
81562	Obsluha strojů na výrobu kožené galanterie	8/81/815/8156/81562
81569	Obsluha ostatních strojů v oborech příbuzných obuvnictví	8/81/815/8156/81569
81570	Obsluha strojů v prádelnách a čistírnách	8/81/815/8157/81570
81591	Obsluha strojů na výrobu textilní galanterie	8/81/815/8159/81591
81592	Obsluha strojů na výrobu klobouků (včetně obsluhy strojů na výrobu forem na klobouky)	8/81/815/8159/81592
81599	Obsluha ostatních strojů na výrobu a úpravu textilních, kožených a kožešinových výrobků jinde neuvedená	8/81/815/8159/81599
81607	Obsluha strojů na zpracování cukru, čaje, kávy a kakaa	8/81/816/8160/81607
81602	Obsluha strojů na výrobu pečiva, čokolády a cukrovinek	8/81/816/8160/81602
81609	Obsluha ostatních strojů a zařízení na výrobu, zpracování, uchování potravin a příbuzných výrobků	8/81/816/8160/81609
81608	Obsluha strojů na zpracování tabáku	8/81/816/8160/81608
81605	Obsluha strojů na výrobu nápojů	8/81/816/8160/81605
81601	Obsluha strojů na zpracování a konzervování masa a ryb	8/81/816/8160/81601
81603	Obsluha strojů na výrobu mléčných výrobků	8/81/816/8160/81603
81606	Obsluha strojů na zpracování mouky	8/81/816/8160/81606
81604	Obsluha strojů na zpracování ovoce, zeleniny a ořechů (včetně sušení, konzervování a mražení)	8/81/816/8160/81604
81710	Obsluha strojů a zařízení na výrobu a zpracování papíru	8/81/817/8171/81710
81720	Obsluha automatizovaných strojů a zařízení na prvotní zpracování dřeva	8/81/817/8172/81720
81814	Obsluha strojů a zařízení na betonové výrobky	8/81/818/8181/81814
81811	Obsluha strojů a zařízení na výrobu skla	8/81/818/8181/81811
81812	Obsluha strojů a zařízení na výrobu keramiky a porcelánu (kromě cihel a dlaždic)	8/81/818/8181/81812
81813	Obsluha strojů a zařízení na výrobu cihel, dlaždic a jiných kameninových výrobků	8/81/818/8181/81813
81829	Obsluha ostatních kotlů a příbuzných zařízení	8/81/818/8182/81829
81825	Obsluha zařízení spaloven	8/81/818/8182/81825
81824	Obsluha tepelných motorů	8/81/818/8182/81824
81823	Obsluha kotlů lodí a lokomotiv	8/81/818/8182/81823
81821	Obsluha parních turbín	8/81/818/8182/81821
81822	Obsluha kotlů na vytápění, ohřívačů a výměníků (kromě obsluhy kotlů lodí a lokomotiv)	8/81/818/8182/81822
81830	Obsluha strojů na balení, plnění a etiketování	8/81/818/8183/81830
81896	Obsluha zařízení na výrobu a rozvod energií	8/81/818/8189/81896
81899	Obsluha ostatních stacionárních strojů a zařízení jinde neuvedená	8/81/818/8189/81899
81897	Obsluha průmyslových robotů	8/81/818/8189/81897
81894	Obsluha zařízení na výrobu akumulátorů, baterií	8/81/818/8189/81894
81893	Obsluha zařízení na úpravu kovového odpadu	8/81/818/8189/81893
81891	Obsluha zařízení ve vodárenství a vodohospodářství (včetně čistíren vody)	8/81/818/8189/81891
81892	Obsluha zařízení na zpracování a recyklaci odpadů (kromě kovového odpadu)	8/81/818/8189/81892
81895	Obsluha zařízení na výrobu kabelů a lan	8/81/818/8189/81895
82195	Montážní dělníci výrobků z textilu a kůže	8/82/821/8219/82195
82199	Montážní dělníci výrobků z ostatních materiálů	8/82/821/8219/82199
82196	Montážní dělníci výrobků ze skla a keramiky	8/82/821/8219/82196
82194	Montážní dělníci výrobků z kartonu a papíru	8/82/821/8219/82194
82193	Montážní dělníci výrobků ze dřeva a příbuzných materiálů	8/82/821/8219/82193
82192	Montážní dělníci výrobků z pryže a plastů	8/82/821/8219/82192
82191	Montážní dělníci výrobků z kovů	8/82/821/8219/82191
82197	Montážní dělníci výrobků z kombinovaných materiálů	8/82/821/8219/82197
82110	Montážní dělníci mechanických zařízení	8/82/821/8211/82110
82121	Montážní dělníci elektrických a energetických zařízení	8/82/821/8212/82121
82122	Montážní dělníci elektronických zařízení	8/82/821/8212/82122
83119	Ostatní strojvedoucí	8/83/831/8311/83119
83111	Strojvedoucí důlní kolejové dopravy	8/83/831/8311/83111
83112	Strojvedoucí lokomotiv, vlaků	8/83/831/8311/83112
83113	Strojvedoucí metra, podzemních drah	8/83/831/8311/83113
83114	Řidiči kolejových motorových vozíků a drezín	8/83/831/8311/83114
83126	Průvodčí v nákladní dopravě	8/83/831/8312/83126
83129	Ostatní pracovníci zabezpečující sestavování a jízdu vlaků v mezistaničních úsecích	8/83/831/8312/83129
83128	Hradlaři - hláskaři	8/83/831/8312/83128
83127	Staniční dozorci (dělníci)	8/83/831/8312/83127
83124	Výhybkáři, výhybkáři - točnáři	8/83/831/8312/83124
83123	Signalisti	8/83/831/8312/83123
83121	Vlakvedoucí v nákladní dopravě	8/83/831/8312/83121
83125	Tranzitéři (dělníci)	8/83/831/8312/83125
83122	Vedoucí posunu, posunovači, brzdaři	8/83/831/8312/83122
83210	Řidiči motocyklů	8/83/832/8321/83210
83223	Řidiči zdravotnické dopravní služby	8/83/832/8322/83223
83221	Řidiči osobních a malých dodávkových automobilů (kromě taxikářů a řidičů zdravotnické dopravní služby)	8/83/832/8322/83221
83222	Taxikáři osobních a malých dodávkových automobilů	8/83/832/8322/83222
83314	Řidiči tramvají	8/83/833/8331/83314
83313	Řidiči trolejbusů	8/83/833/8331/83313
83311	Řidiči autobusů v městské hromadné dopravě	8/83/833/8331/83311
83312	Řidiči autobusů v dálkové přepravě osob	8/83/833/8331/83312
83326	Řidiči hasicích vozů	8/83/833/8332/83326
83329	Řidiči ostatních speciálních vozidel	8/83/833/8332/83329
83321	Řidiči nákladních automobilů (kromě tahačů)	8/83/833/8332/83321
83324	Řidiči silničních úklidových vozidel	8/83/833/8332/83324
83322	Řidiči tahačů	8/83/833/8332/83322
83323	Řidiči popelářských vozů	8/83/833/8332/83323
83325	Řidiči cisternových vozů	8/83/833/8332/83325
83449	Řidiči ostatních skladovacích vozíků	8/83/834/8344/83449
83443	Skladníci, obsluha manipulačních vozíků	8/83/834/8344/83443
83441	Řidiči vysokozdvižných vozíků	8/83/834/8344/83441
83442	Řidiči paletovacích vozíků	8/83/834/8344/83442
83439	Obsluha ostatních manipulačních zařízení (kromě obsluhy vysokozdvižných vozíků)	8/83/834/8343/83439
83431	Obsluha jeřábů	8/83/834/8343/83431
83432	Obsluha zdvihacích a skladovacích zařízení	8/83/834/8343/83432
83433	Obsluha těžebních klecí, lanovek a podobných zařízení	8/83/834/8343/83433
83434	Řidiči kontejnerových překladačů	8/83/834/8343/83434
83411	Řidiči a obsluha zemědělských strojů	8/83/834/8341/83411
83412	Řidiči a obsluha lesnických strojů	8/83/834/8341/83412
83421	Obsluha strojů a zařízení pro práce na železniční trati	8/83/834/8342/83421
83422	Obsluha zemních a příbuzných strojů	8/83/834/8342/83422
83501	Lodníci	8/83/835/8350/83501
83502	Lodní strojníci	8/83/835/8350/83502
83509	Ostatní pracovníci lodní posádky	8/83/835/8350/83509
91110	Uklízeči a pomocníci v domácnostech (kromě hospodyní)	9/91/911/9111/91110
91127	Uklízeči prodejních prostor	9/91/911/9112/91127
91129	Ostatní uklízeči a pomocníci	9/91/911/9112/91129
91121	Uklízeči a pomocníci v administrativních objektech	9/91/911/9112/91121
91128	Uklízeči v provozovnách osobních služeb	9/91/911/9112/91128
91125	Uklízeči veřejných dopravních prostředků	9/91/911/9112/91125
91124	Uklízeči ve stravovacích zařízeních, potravinářských a farmaceutických výrobních prostorech	9/91/911/9112/91124
91122	Uklízeči a pomocníci ve zdravotnických a sociálních zařízeních	9/91/911/9112/91122
91126	Uklízeči výrobních prostor (kromě potravinářské a farmaceutické výroby) a skladů	9/91/911/9112/91126
91123	Uklízeči a pomocníci v ubytovacích a vzdělávacích zařízeních	9/91/911/9112/91123
91210	Pracovníci pro ruční praní a žehlení	9/91/912/9121/91210
91220	Pracovníci pro ruční mytí vozidel a pomocní pracovníci autoservisu	9/91/912/9122/91220
91230	Pracovníci pro mytí oken	9/91/912/9123/91230
91290	Ostatní pracovníci pro ruční čištění	9/91/912/9129/91290
92150	Pomocní pracovníci v lesnictví a myslivosti	9/92/921/9215/92150
92160	Pomocní pracovníci v rybářství	9/92/921/9216/92160
92110	Pomocní pracovníci v rostlinné výrobě	9/92/921/9211/92110
92120	Pomocní pracovníci v živočišné výrobě	9/92/921/9212/92120
92140	Pomocní pracovníci v zahradnictví	9/92/921/9214/92140
92130	Pomocní pracovníci ve smíšeném hospodářství	9/92/921/9213/92130
93119	Ostatní pomocní pracovníci v oblasti těžby	9/93/931/9311/93119
93112	Pomocní pracovníci při povrchové těžbě	9/93/931/9311/93112
93115	Pomocní pracovníci při těžbě ropy a zemního plynu	9/93/931/9311/93115
93111	Pomocní pracovníci při hlubinné těžbě	9/93/931/9311/93111
93113	Pomocní pracovníci při úpravě nerostných surovin	9/93/931/9311/93113
93114	Pomocní pracovníci na povrchu hornických provozů	9/93/931/9311/93114
93121	Figuranti	9/93/931/9312/93121
93122	Dělníci výkopových prací	9/93/931/9312/93122
93123	Dělníci v oblasti výstavby a údržby inženýrských děl	9/93/931/9312/93123
93130	Dělníci v oblasti výstavby a údržby budov	9/93/931/9313/93130
93210	Ruční baliči, plniči a etiketovači	9/93/932/9321/93210
93294	Mazači a čističi strojů a zařízení	9/93/932/9329/93294
93299	Pomocní pracovníci ve výrobě jinde neuvedení	9/93/932/9329/93299
93293	Pomocní montážní dělníci	9/93/932/9329/93293
93292	Pomocní dělníci ve výrobě	9/93/932/9329/93292
93291	Manipulační dělníci ve výrobě	9/93/932/9329/93291
93340	Doplňovači zboží	9/93/933/9334/93340
93310	Řidiči nemotorových vozidel	9/93/933/9331/93310
93320	Kočí	9/93/933/9332/93320
93331	Pomocní skladníci	9/93/933/9333/93331
93332	Pomocní manipulační pracovníci v dopravě	9/93/933/9333/93332
93333	Pomocní pracovníci obchodního provozu	9/93/933/9333/93333
93334	Pomocní pracovníci ve sběrných surovinách	9/93/933/9333/93334
93339	Ostatní pomocní manipulační pracovníci (kromě výroby)	9/93/933/9333/93339
94119	Ostatní pracovníci pro přípravu rychlého občerstvení	9/94/941/9411/94119
94111	Svačináři	9/94/941/9411/94111
94112	Pracovníci přípravy jídel v zařízeních rychlého občerstvení a ve výdejnách jídla	9/94/941/9411/94112
94120	Pomocníci v kuchyni	9/94/941/9412/94120
95100	Pracovníci pouličního poskytování služeb	9/95/951/9510/95100
95200	Pouliční prodejci (kromě potravin)	9/95/952/9520/95200
96110	Pracovníci odvozu a recyklace odpadů	9/96/961/9611/96110
96120	Třídiči odpadů	9/96/961/9612/96120
96139	Ostatní pracovníci v oblasti odpadu a čištění	9/96/961/9613/96139
96131	Uklízeči veřejných prostranství	9/96/961/9613/96131
96132	Čističi kanalizací	9/96/961/9613/96132
96210	Kurýři, doručovatelé balíků a nosiči zavazadel	9/96/962/9621/96210
96220	Pomocní pracovníci údržby budov a souvisejících prostor	9/96/962/9622/96220
